time,app_memory,battery_power,last_update_trigger,light_sensor,active_notification_count,pressure_sensor,battery_temperature,screen_brightness,device['_locked,wifi_link_speed,interactive,doze_mode,battery_level,wifi_signal_strength,total_tx_gb,wifi_frequency,app_rx_gb,app_tx_gb,last_used_app,total_rx_gb,detected_activity,proximity_sensor,steps_sensor,headphones,volume_level_call,volume_level_music,volume_level_accessibility,music_active,wifi_connection,network_type,mobile_rx_gb,mobile_tx_gb,audio_mode,phone_state,volume_level_system,bluetooth_connection,bluetooth_state,battery_state,is_charging,charger_type,battery_health,ble_transmitter,do_not_disturb_sensor,screen_off_timeout,speakerphone,mobile_data,wifi_state,power_save,device_id
2023-01-27 00:15:00,0.025,0,SensorWorker,0,0,0,20.5,0,off,0,off,off,0,0,0,0,0,0,unknown,0.424,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 00:30:00,0.023,0,android.net.wifi.STATE_CHANGE,0,0,0,20.7,0,off,0,off,off,0,0,0.027,0,0,0,unknown,0.425,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 00:45:00,0.022,0,android.net.wifi.STATE_CHANGE,0,0,0,20.6,0,off,0,off,off,0,0,0.027,0,0,0,unknown,0.426,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 01:00:00,0.025500000000000002,0,android.net.wifi.STATE_CHANGE,0,0,0,20.6,0,off,0,off,off,0,0,0.027,0,0.0023,0,unknown,0.427,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 01:15:00,0.023,0,android.net.wifi.STATE_CHANGE,0,0,0,20.4,0,off,0,off,off,0,0,0.027,0,0.0023,0,unknown,0.428,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 01:30:00,0.026000000000000002,0,android.net.wifi.STATE_CHANGE,0,0,0,20.4,0,off,0,off,off,0,0,0.027,0,0.0023,0,unknown,0.429,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 01:45:00,0.026000000000000002,0,android.net.wifi.STATE_CHANGE,0,0,0,20.4,0,off,0,off,off,0,0,0.027,0,0.0023,0,unknown,0.429,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 02:00:00,0.026000000000000002,0,android.net.wifi.STATE_CHANGE,0,0,0,20.1,0,off,0,off,off,0,0,0.028,0,0.0023,0,unknown,0.43,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 02:15:00,0.015,0,android.net.wifi.STATE_CHANGE,0,0,0,20.1,0,off,0,off,off,0,0,0.028,0,0.0023,0,unknown,0.432,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 02:30:00,0.018500000000000003,0,android.net.wifi.STATE_CHANGE,0,0,0,20.3,0,off,0,off,off,0,0,0.028,0,0.0023,0,unknown,0.433,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 02:45:00,0.022,0,android.net.wifi.STATE_CHANGE,0,0,0,20.3,0,off,0,off,off,0,0,0.028,0,0.0023,0,unknown,0.433,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 03:00:00,0.0235,0,android.net.wifi.STATE_CHANGE,0,4,0,20.133333333333336,1,off,0,on,off,0,0,0.028,0,0.0024,0.0016,unknown,0.4345,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 03:15:00,0.024,0,android.net.wifi.STATE_CHANGE,0,4,0,20.4,1,off,0,on,off,0,0,0.029,0,0.0024,0.0016,unknown,0.436,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 03:30:00,0.0215,0,android.net.wifi.STATE_CHANGE,0,4,0,20.4,1,off,0,on,off,0,0,0.029,0,0.0024,0.0016,unknown,0.437,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 03:45:00,0.02,0,android.net.wifi.STATE_CHANGE,0,4,0,20.0,1,off,0,on,off,0,0,0.029,0,0.0024,0.0016,unknown,0.437,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 04:00:00,0.019625,0,android.net.wifi.WIFI_STATE_CHANGED,0,4,0,21.46,1,off,0,on,off,0,0,0.031,0,0.0025,0.0016,unknown,0.6605714285714287,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 04:15:00,0.017,0,SensorWorker,0,4,0,21.066666666666666,1,off,0,on,off,0,0,0.031,0,0.0026,0.0016,unknown,0.816,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 04:30:00,0.011785714285714285,0,android.intent.action.TIME_TICK,0,3,0,21.644444444444446,1,off,0,on,off,95.0,0,0.22866666666666666,0,0.0027,0.0017,unknown,0.82,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 04:45:00,0.014833333333333336,0,android.intent.action.SCREEN_ON,0,3,0,22.224999999999998,20.0,off,0,on,off,99.0,0,0.22866666666666666,0,0.0028,0.0017,unknown,0.824,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 05:00:00,0.015153846153846155,0,android.net.wifi.STATE_CHANGE,0,3,0,21.2,20.0,off,0,on,off,99.0,0,0.22866666666666666,0,0.0029,0.0018,unknown,0.8254999999999999,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 05:15:00,0.01533333333333333,0,SensorWorker,0,3,0,20.599999999999998,20.0,off,0,on,off,99.0,0,0.22866666666666666,0,0.003,0.0018,unknown,0.8254999999999999,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 05:30:00,0.0165,0,android.net.wifi.STATE_CHANGE,0,3,0,20.599999999999998,20.0,off,0,on,off,99.0,0,0.22866666666666666,0,0.003,0.0018,unknown,0.827,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 05:45:00,0.015714285714285715,0,SensorWorker,0,3,0,19.95,20.0,off,0,on,off,99.0,0,0.328,0,0.0031,0.0018,unknown,0.828,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 06:00:00,0.016083333333333335,0,android.intent.action.SCREEN_ON,0,2,0,19.88,20.0,off,0,on,off,100,0,0.328,0,0.0032,0.0019,unknown,0.829,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 06:15:00,0.015586956521739132,0,android.intent.action.SCREEN_ON,185.41666666666666,1.5,0,19.89,42.0,off,0,on,off,100,0,0.328,0,0.003475,0.002,com.android.launcher,0.83,unknown,2.5,4567.5,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 06:30:00,0.019733333333333332,0,android.net.wifi.STATE_CHANGE,380.46153846153845,1.5,0,19.4,69.0,off,0,on,off,99,0,0.328,0,0.0038,0.002,com.android.launcher,0.831,unknown,2.5,4567.5,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 06:45:00,0.02165217391304348,0,SensorWorker,450.94444444444446,1.5,0,21.36,92.5,off,0,on,off,98,0,0.3295,0,0.00395,0.0020499999999999997,com.android.launcher,0.8475,unknown,2.5,4567.5,off,0,5,5,on,<not connected>,cellular,0.0,0.0,normal,idle,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 07:00:00,0.021181818181818177,0,SensorWorker,409.625,1,0,22.9,1,off,0,on,off,97,0,0.3295,0,0.0041,0.0020499999999999997,com.android.launcher,0.8525,unknown,2.5,4567.5,off,0,5,5,on,<not connected>,cellular,0.0,0.0,normal,idle,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 07:15:00,0.02181081081081081,0,SensorWorker,199.75,3.2,0,20.62857142857143,63.666666666666664,off,36.0,on,off,96,0,0.331,1206.0,0.004300000000000001,0.0022500000000000003,com.whatsapp,0.854,unknown,3.3333333333333335,4712.25,off,0,7.5,7.0,on,<not connected>,cellular,0.0,0.0,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 07:30:00,0.02123809523809524,0,android.intent.action.TIME_TICK,9.0,1.5,0,20.18,80.33333333333333,off,0,on,off,95,0,0.331,0,0.0046,0.0024,com.whatsapp,0.855,in_vehicle,0,4974.666666666667,off,0,7.5,7.0,on,<not connected>,cellular,0.014499999999999999,0.009,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 07:45:00,0.02094736842105263,0,android.intent.action.TIME_TICK,74.0,1.5,0,19.066666666666666,82.0,off,0,on,off,95,0,0.331,0,0.0048,0.0024,com.whatsapp,0.855,unknown,3.3333333333333335,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.014499999999999999,0.009,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 08:00:00,0.022000000000000002,0,SensorWorker,74.0,1.5,0,17.75,82.0,off,0,on,off,95,0,0.331,0,0.0049,0.0024,com.whatsapp,0.856,unknown,3.3333333333333335,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.016,0.009,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 08:15:00,0.02383333333333333,0,SensorWorker,74.0,3.3333333333333335,0,17.4,82.0,off,0,on,off,95,0,0.331,0,0.0049,0.0024,com.whatsapp,0.856,unknown,3.3333333333333335,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.016,0.01,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 08:30:00,0.02033333333333333,0,SensorWorker,74.0,3.3333333333333335,0,17.2,82.0,off,0,on,off,94,0,0.332,0,0.005,0.0025,com.whatsapp,0.856,unknown,3.3333333333333335,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.016,0.01,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 08:45:00,0.021124999999999998,0,SensorWorker,74.0,7.0,0,17.2,82.0,off,0,on,off,94,0,0.332,0,0.005,0.0025,com.whatsapp,0.856,unknown,3.3333333333333335,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.016,0.01,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 09:00:00,0.02142857142857143,0,SensorWorker,74.0,7.0,0,17.2,82.0,off,0,on,off,94,0,0.332,0,0.0051,0.0025,com.whatsapp,0.856,unknown,3.3333333333333335,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.016,0.01,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 09:15:00,0.021166666666666667,0,SensorWorker,74.0,6.5,0,17.2,82.0,off,0,on,off,94,0,0.332,0,0.0051,0.0025,com.whatsapp,0.857,unknown,3.3333333333333335,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.016,0.01,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 09:30:00,0.02122727272727273,0,android.intent.action.SCREEN_ON,257.5,5.0,0,18.160000000000004,89.11111111111111,off,0,on,off,93,0,0.332,0,0.0052499999999999995,0.0026,com.whatsapp,0.857,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.017,0.01,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 09:45:00,0.01941666666666667,0,android.intent.action.TIME_TICK,257.5,5.0,0,18.95,22.5,off,0,on,off,93,0,0.332,0,0.0054,0.0026,com.whatsapp,0.858,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.017,0.01,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 10:00:00,0.022272727272727274,0,SensorWorker,257.5,5.0,0,18.95,22.5,off,0,on,off,93,0,0.332,0,0.0055,0.0027,com.whatsapp,0.858,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.018,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 10:15:00,0.023166666666666665,0,SensorWorker,257.5,5.0,0,18.95,22.5,off,0,on,off,92,0,0.332,0,0.0055,0.0027,com.whatsapp,0.858,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.018,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 10:30:00,0.0215,0,SensorWorker,257.5,5.0,0,18.95,22.5,off,0,on,off,92,0,0.333,0,0.0056,0.0027,com.whatsapp,0.858,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.018,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 10:45:00,0.0216,0,SensorWorker,257.5,10.0,0,18.95,22.5,off,0,on,off,92,0,0.333,0,0.0056,0.0027,com.whatsapp,0.858,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.018,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 11:00:00,0.020999999999999998,0,SensorWorker,257.5,10.0,0,18.95,22.5,off,0,on,off,92,0,0.333,0,0.0057,0.0027,com.whatsapp,0.858,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.018,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 11:15:00,0.019000000000000003,0,SensorWorker,257.5,13.666666666666666,0,19.325,22.5,off,0,on,off,91,0,0.333,0,0.0058,0.0028,com.whatsapp,0.859,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.018,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 11:30:00,0.02,0,android.intent.action.SCREEN_ON,257.5,13.666666666666666,0,19.8,22.5,off,0,on,off,91,0,0.333,0,0.0058,0.0029,com.whatsapp,0.859,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.019,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 11:45:00,0.0209,0,SensorWorker,257.5,13.666666666666666,0,19.9,22.5,off,0,on,off,90,0,0.333,0,0.0059,0.0029,com.whatsapp,0.859,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.019,0.011,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
2023-01-27 12:00:00,0.022999999999999996,0,android.intent.action.TIME_TICK,257.5,13.666666666666666,0,20.0,22.5,off,0,on,off,90,0,0.333,0,0.006,0.0029,com.whatsapp,0.859,unknown,1.6666666666666667,5019.0,off,0,7.5,7.0,on,<not connected>,cellular,0.019,0.012,in_call,offhook,0,0,off,charging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CHP2371
