time,app_memory,battery_power,last_updatimete_trigger,light_sensor,active_notification_count,pressure_sensor,battery_temperature,screen_brightness,device_locked,wifi_link_speed,interactive,doze_mode,battery_level,wifi_signal_strength,total_tx_gb,wifi_frequency,app_rx_gb,app_tx_gb,last_used_app,total_rx_gb,detected_activity,proximity_sensor,steps_sensor,headphones,volume_level_call,volume_level_music,volume_level_accessibility,music_active,wifi_connection,network_type,mobile_rx_gb,mobile_tx_gb,audio_mode,phone_state,volume_level_system,bluetooth_connection,bluetooth_state,battery_state,is_charging,charger_type,battery_health,ble_transmitter,do_not_disturb_sensor,screen_off_timeout,speakerphone,mobile_data,wifi_state,power_save,device_id
2023-01-27 04:30:00,0.0157,0.0,SensorWorker,0.5,7.5,0,18.0,0,off,0,off,off,0,0,0.038,0,0.003,0.0013,unknown,1.7945,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 04:45:00,0.014428571428571428,0,SensorWorker,0.5,7.5,0,18.05,0,off,0,off,off,0,0,0.039,0,0.0031,0.0014,unknown,1.7945,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 05:00:00,0.014714285714285713,0,SensorWorker,0.5,7.5,0,17.9,0,off,0,off,off,0,0,0.039,0,0.0031,0.0014,unknown,1.796,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 05:15:00,0.014666666666666666,0,SensorWorker,0.5,7.5,0,17.95,0,off,0,off,off,0,0,0.039,0,0.0032,0.0014,unknown,1.797,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 05:30:00,0.015857142857142858,0,SensorWorker,0.5,7.5,0,17.95,0,off,0,off,off,0,0,0.039,0,0.0032,0.0014,unknown,1.798,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 05:45:00,0.0155,0,SensorWorker,0.5,7.5,0,17.85,0,off,0,off,off,0,0,0.039,0,0.0033,0.0014,unknown,1.799,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 06:00:00,0.016100000000000003,0,android.intent.action.TIME_TICK,0.5,7.5,0,17.85,0,off,0,off,off,0,0,0.039,0,0.0034,0.0015,unknown,1.8,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 06:15:00,0.01475,0,SensorWorker,0.5,7.5,0,17.85,0,off,0,off,off,0,0,0.039,0,0.0034,0.0015,unknown,1.801,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,0,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 06:30:00,0.014826086956521742,0,android.intent.action.SCREEN_ON,0.6,3.25,0,19.181818181818183,3.3333333333333335,off,0,on,off,99.5,0,0.04,0,0.00355,0.0016,com.whatsapp,1.8025,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,1,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 06:45:00,0.013666666666666667,0,android.intent.action.SCREEN_OFF,0,3.25,0,20.2,3.3333333333333335,off,0,on,off,99.5,0,0.04,0,0.00355,0.0016,com.whatsapp,1.8025,unknown,0,0,off,0,0,0,off,<not connected>,cellular,0,0,normal,idle,1,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 07:00:00,0.015125,0,android.os.action.DEVICE_IDLE_MODE_CHANGED,99.11111111111111,3.25,0,21.884615384615383,104.0,off,0,on,off,97.5,0,0.041,0,0.00375,0.0016,com.duolingo,1.8105,unknown,2.5,2903,off,0,0,0,on,<not connected>,cellular,0,0,normal,idle,1,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 07:15:00,0.0124,0,android.intent.action.TIME_TICK,65.8,3.25,0,24.366666666666664,104.0,off,0,on,off,97.5,-1,0.041,0,0.00375,0.0017,com.duolingo,1.8105,unknown,5,3057.0,off,0,0,0,on,<not connected>,cellular,0.001,0.001,normal,idle,1,0,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 07:30:00,0.015166666666666667,0,android.bluetooth.device.action.ACL_CONNECTED,1.5,3.25,0,24.45,104.0,off,0,on,off,97.5,-1,0.041,0,0.0039,0.0017,com.duolingo,1.8105,unknown,0,3166,off,5,0,0,on,<not connected>,cellular,0.002,0.001,normal,idle,14,2,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 07:45:00,0.014799999999999999,0,android.bluetooth.device.action.ACL_CONNECTED,1.5,3.25,0,26.919999999999998,104.0,off,0,on,off,96,-1,0.041,0,0.0039,0.0017,com.duolingo,1.8105,unknown,5,3166,off,6,0,0,on,<not connected>,cellular,0.001,0.001,normal,idle,1,1,off,discharging,off,none,good,transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 08:00:00,0.013571428571428573,0.0006666666666666666,android.intent.action.TIME_TICK,116.18181818181819,0.5,0,25.8125,92.33333333333333,off,0,on,off,96,-1,0.042,0,0.00405,0.0018,com.oplus.camera,1.813,still,2.0,3363.0,off,6,0,0,on,<not connected>,cellular,0.002,0.001,normal,idle,0.5,1,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 08:15:00,0.013,0,android.os.action.DEVICE_IDLE_MODE_CHANGED,0,0.5,0,25.46,92.33333333333333,off,0,on,off,95,-1,0.042,0,0.0042,0.0018,com.oplus.camera,1.813,still,2.5,3559.0,off,5,0,0,on,<not connected>,cellular,0.002,0.001,normal,idle,14,2,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 08:30:00,0.012499999999999999,0,android.os.action.DEVICE_IDLE_MODE_CHANGED,0,0.5,0,27.100000000000005,92.33333333333333,off,0,on,off,95,-1,0.042,0,0.0042,0.0018,com.oplus.camera,1.813,still,2.5,3559.0,off,5,0,0,on,<not connected>,cellular,0.003,0.001,normal,idle,14,2,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 08:45:00,0.013666666666666666,0,SensorWorker,0,0.5,0,29.2,92.33333333333333,off,0,on,off,94,-1,0.042,0,0.0042,0.0018,com.oplus.camera,1.813,still,2.5,3559.0,off,5,0,0,on,<not connected>,cellular,0.002,0.001,normal,idle,14,2,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 09:00:00,0.015125,0,android.bluetooth.device.action.ACL_DISCONNECTED,0,0.5,0,28.8,92.33333333333333,off,433,on,off,93,-1,0.198,5500,0.0043,0.0019,com.oplus.camera,1.814,still,5,3795.0,off,6,0,0,on,<not connected>,cellular,0.002,0.001,normal,idle,1,1,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 09:15:00,0.015,0,android.os.action.DEVICE_IDLE_MODE_CHANGED,1.0,0.5,0,25.675000000000004,92.33333333333333,off,0,on,off,93,-1,0.199,0,0.0044,0.0019,com.oplus.camera,1.8155000000000001,still,5,4108.4,off,6,0,0,on,<not connected>,cellular,0.0015,0.0005,normal,idle,1,1,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 09:30:00,0.01633333333333334,0,SensorWorker,5.333333333333333,0.5,0,24.228571428571428,26.0,off,433,on,off,91.5,-1,0.199,5500,0.00455,0.002,com.whatsapp,1.817,still,1.6666666666666667,4901.666666666667,off,6,0,0,on,<not connected>,cellular,0.0,0.0,normal,idle,1,1,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 09:45:00,0.015210526315789475,0,SensorWorker,6.5,0.5,0,24.33076923076923,21.666666666666668,on,433,off,off,91.5,-1,0.2,5500,0.0047,0.002,com.whatsapp,1.818,unknown,1.6666666666666667,4901.666666666667,off,6,0,0,on,<not connected>,cellular,0.0,0.0,normal,idle,1,1,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 10:00:00,0.014805555555555556,0,android.intent.action.SCREEN_ON,6.642857142857143,1.0,0,22.378947368421056,31.0,off,433,on,off,90,-1,0.20459999999999998,5500,0.004900000000000001,0.0021,com.whatsapp,1.8205,unknown,1.6666666666666667,4927,off,4.5,0,0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 10:15:00,0.01475,0,SensorWorker,8.8,4.0,0,24.23333333333333,45.5,off,433,on,off,88.0,-1,0.22706666666666667,5500,0.0051,0.0022,com.whatsapp,1.8297857142857143,unknown,1.6666666666666667,4927,off,4.5,0,0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 10:30:00,0.014272727272727275,0,android.net.wifi.STATE_CHANGE,77.82352941176471,2.6666666666666665,0,26.023076923076925,49,off,433,on,off,85.0,-1,0.262,5500,0.0052499999999999995,0.0022,com.android.launcher,1.8470000000000002,unknown,1.6666666666666667,4927,off,4.5,0,0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 10:45:00,0.015315789473684213,0,SensorWorker,61.785714285714285,1.5,0,27.4375,49,off,433,on,off,82.0,-1,0.2928571428571428,5500,0.0054,0.0023,com.android.launcher,1.8639285714285714,unknown,1.6666666666666667,4927,off,4.5,0,0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 11:00:00,0.01374074074074074,0,android.net.wifi.STATE_CHANGE,51.7,0.5,0,26.594444444444445,24.5,on,168.33333333333334,on,off,79.5,-35.75,0.001,2637.3333333333335,0.00145,5e-05,wit.android.bcpBankingApp.millennium,0.0015,unknown,1.6666666666666667,0,off,3.0,5.0,4.5,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Bluetooth is turned off,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 11:15:00,0.014857142857142859,0,android.intent.action.TIME_TICK,21.636363636363637,1.3333333333333333,0,25.0625,37.5,on,168.33333333333334,on,off,78,-35.75,0.001,2637.3333333333335,0.0003,5e-05,wit.android.bcpBankingApp.millennium,0.004,unknown,5,46.666666666666664,off,3.0,5.0,4.5,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Bluetooth is turned off,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 11:30:00,0.01743478260869566,0,android.intent.action.SCREEN_ON,60.75,2,0,23.811111111111114,51,off,168.33333333333334,on,off,76.5,-35.75,0.001,2637.3333333333335,0.00045,0.0002,com.google.android.apps.photos,0.005,unknown,1.6666666666666667,126.0,off,3.0,13.0,12.0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 11:45:00,0.016300000000000002,0,SensorWorker,43.705882352941174,1.5,0,20.999999999999996,39.5,off,168.33333333333334,on,off,75,-35.75,0.006750000000000001,2637.3333333333335,0.00065,0.0003,com.whatsapp,0.010333333333333333,unknown,1.6666666666666667,126.0,off,3.0,13.0,12.0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 12:00:00,0.014,0,SensorWorker,17.5,1.0,0,22.499999999999996,37.5,off,168.33333333333334,on,off,73.5,-35.75,0.012,2637.3333333333335,0.0008,0.0003,com.whatsapp,0.0165,unknown,1.6666666666666667,126.0,off,3.0,13.0,12.0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 12:15:00,0.014904761904761907,0,android.intent.action.TIME_TICK,15.928571428571429,1.0,0,20.679999999999996,67.5,off,168.33333333333334,on,off,72,-35.75,0.012,2637.3333333333335,0.00095,0.0004,com.android.launcher,0.0195,unknown,1.6666666666666667,126.0,off,3.0,13.0,12.0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 12:30:00,0.014842105263157896,0,SensorWorker,12.076923076923077,1.1428571428571428,0,25.292307692307688,45.5,off,168.33333333333334,on,off,71,-35.75,0.0155,2637.3333333333335,0.0011,0.0005,com.google.android.apps.maps,0.027,unknown,1.6666666666666667,126.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 12:45:00,0.01604347826086957,0,SensorWorker,14.285714285714286,0,0,27.4,43.0,on,168.33333333333334,off,off,70,-35.75,0.0155,2637.3333333333335,0.0012499999999999998,0.0005,com.google.android.apps.maps,0.031,unknown,2.5,171.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 13:00:00,0.016428571428571428,0,SensorWorker,48.857142857142854,2,0,26.927272727272726,27.666666666666668,on,168.33333333333334,off,off,69,-35.75,0.017,2637.3333333333335,0.0014,0.0005,com.google.android.apps.maps,0.032,unknown,2.5,171.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 13:15:00,0.015083333333333332,0,android.intent.action.SCREEN_ON,215.47058823529412,0.6666666666666666,0,21.7235294117647,27.375,off,168.33333333333334,on,off,68,-35.75,0.017,2637.3333333333335,0.0017000000000000001,0.00065,io.homeassistant.companion.android,0.033,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 13:30:00,0.020142857142857146,0,io.homeassistant.companion.android.UPDATE_SENSORS,15.88888888888889,0.6666666666666666,0,21.12857142857143,34.0,on,168.33333333333334,off,off,68,-35.75,0.017,2637.3333333333335,0.0020499999999999997,0.00065,com.android.launcher,0.034,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 13:45:00,0.018666666666666668,0,io.homeassistant.companion.android.UPDATE_SENSORS,19.0,0.6666666666666666,0,20.133333333333336,34.0,on,168.33333333333334,off,off,68,-35.75,0.017,2637.3333333333335,0.0020499999999999997,0.00065,com.android.launcher,0.034,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 14:00:00,0.021823529411764707,0,android.intent.action.TIME_TICK,22.11111111111111,1.0,0,20.766666666666666,16.6,off,168.33333333333334,on,off,67,-35.75,0.018,2637.3333333333335,0.0022,0.0008,com.coloros.filemanager,0.035,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 14:15:00,0.020916666666666667,0,android.intent.action.TIME_TICK,16.571428571428573,1.0,0,20.86,14,off,168.33333333333334,on,off,67,-35.75,0.018,2637.3333333333335,0.0023,0.0008,com.coloros.filemanager,0.035,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 14:30:00,0.0206,0,SensorWorker,20.571428571428573,1.75,0,19.857142857142858,57.666666666666664,off,168.33333333333334,on,off,67,-35.75,0.018,2637.3333333333335,0.0024,0.0009,com.coloros.filemanager,0.037,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 14:45:00,0.02366666666666667,0,android.intent.action.TIME_TICK,28.0,2,0,19.5,57.666666666666664,off,168.33333333333334,on,off,67,-35.75,0.018,2637.3333333333335,0.0025,0.0009,com.coloros.filemanager,0.039,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 15:00:00,0.0205,0,android.intent.action.TIME_TICK,32.833333333333336,2,0,18.8,57.666666666666664,off,168.33333333333334,on,off,67,-35.75,0.018,2637.3333333333335,0.0025,0.0009,com.coloros.filemanager,0.041999999999999996,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 15:15:00,0.025,0,android.intent.action.TIME_TICK,32.0,2,0,18.75,57.666666666666664,off,168.33333333333334,on,off,67,-35.75,0.018,2637.3333333333335,0.0025,0.0009,com.coloros.filemanager,0.044,unknown,2.5,210.0,off,3.0,13.0,12.0,off,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 15:30:00,0.022600000000000002,0,android.intent.action.SCREEN_ON,15.375,0.5,0,19.055555555555557,88.25,off,168.33333333333334,on,off,66,-35.75,0.019,2637.3333333333335,0.002766666666666667,0.001,com.whatsapp,0.045,unknown,2.5,210.0,off,3.0,13.0,12.0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 15:45:00,0.022521739130434787,0,android.intent.action.SCREEN_ON,175.8125,1.5,0,21.154545454545453,69.33333333333333,off,168.33333333333334,on,off,65,-35.75,0.02,2637.3333333333335,0.003,0.0011,com.whatsapp,0.047999999999999994,unknown,3.3333333333333335,303.1666666666667,off,3.0,13.0,12.0,on,<not connected>,cellular,0.0,0.0,ringing,idle,1,0.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 16:00:00,0.021857142857142856,0,android.net.wifi.STATE_CHANGE,1.75,1.5,0,24.049999999999997,69.33333333333333,off,0,on,off,65,-1,0.02,0,0.0031,0.0011,com.whatsapp,0.047999999999999994,unknown,2.5,551.0,off,5.5,12.0,11.0,on,<not connected>,cellular,0.0,0.0,ringing,idle,7.5,1.5,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 16:15:00,0.0206,0,android.intent.action.TIME_TICK,20.333333333333332,4,0,27.725,69.33333333333333,off,0,on,off,64,-1,0.02,0,0.0032,0.0012,com.whatsapp,0.047999999999999994,unknown,0,551.0,off,5,10,9,on,<not connected>,cellular,0.001,0.0,ringing,idle,14,2,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 16:30:00,0.022,0,SensorWorker,354.8,1,0,26.285714285714285,53.166666666666664,off,0,on,off,63,-1,0.02,0,0.0033,0.0012,com.whatsapp,0.055,still,0,551.0,off,5,10,9,on,<not connected>,cellular,0.002,0.001,ringing,idle,14,2,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 16:45:00,0.022571428571428576,0,SensorWorker,66.61538461538461,3,0,27.809999999999995,52.375,off,0,on,off,62,-1,0.021,0,0.0034,0.0012,com.whatsapp,0.056,still,0,551.0,off,5,10,9,on,<not connected>,cellular,0.005,0.001,ringing,idle,14,2,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
2023-01-27 17:00:00,0.022181818181818188,0,android.intent.action.SCREEN_ON,689.7222222222222,1.3333333333333333,0,27.90909090909091,59.166666666666664,off,0,on,off,60.5,-1,0.021,0,0.0035,0.0013,com.whatsapp,0.057,tilting,2.5,551.0,off,6,12.666666666666666,11.666666666666666,on,<not connected>,cellular,0.006,0.001,in_communication,idle,5.333333333333333,1,off,discharging,off,none,good,Transmitting,unknown,unknown,off,off,off,off,CPH2197
